id,type,temp_air,temp_process,speed,torque,tool_wear,is_failure
19192,M,301.7,309.9,1452,41.5,86,0
51513,L,301.6,309.8,1588,33.9,89,0
51514,L,301.6,309.8,1472,42.5,91,0
51515,L,301.7,309.9,1607,37.7,93,0
33750,H,301.6,309.9,1423,53.6,95,0
51517,L,301.6,309.9,1440,43.4,100,0
51518,L,301.6,309.9,1397,43.7,102,0
51519,L,301.7,309.9,1524,46.6,104,0
19200,M,301.7,309.9,1533,40.9,106,0
51521,L,301.7,309.8,1398,46.0,109,0
19202,M,301.7,309.8,1284,68.2,111,1
51523,L,301.7,309.8,1491,39.3,114,0
33758,H,301.8,309.9,1418,51.3,116,0
19205,M,301.8,309.8,1546,39.8,121,0
51526,L,301.8,309.7,1598,30.4,124,0
33761,H,301.9,309.8,1724,27.5,126,0
51528,L,301.9,309.8,1507,44.7,131,0
51529,L,301.9,309.7,1595,31.4,133,0
19210,M,301.9,309.7,1568,37.5,135,0
51531,L,301.8,309.6,1432,43.7,138,0
51532,L,301.9,309.7,1424,42.8,140,0
19213,M,302.0,309.7,1386,62.7,142,1
51534,L,302.0,309.8,1456,58.1,145,0
33769,H,302.0,309.8,1280,57.3,147,1
51536,L,302.0,309.8,1649,31.0,152,0
51537,L,302.0,309.9,1407,52.8,154,0
33772,H,302.0,309.9,1606,34.5,156,0
19219,M,302.1,310.0,1531,38.0,161,0
51540,L,302.1,310.1,1543,35.8,164,0
19221,M,302.1,310.1,1379,48.2,166,1
51542,L,302.1,310.1,1447,46.6,169,0
33777,H,302.1,310.1,1844,24.6,171,0
33778,H,302.1,310.1,1615,29.9,176,0
51545,L,302.0,310.0,1449,48.8,181,0
51546,L,302.0,309.9,1388,51.4,183,0
33781,H,302.0,309.9,1447,42.8,185,0
51548,L,302.0,310.0,1664,28.6,190,0
33783,H,302.0,309.9,1735,27.2,192,0
51550,L,302.0,309.9,1308,57.6,197,1
51551,L,302.0,309.8,1480,40.0,199,0
19232,M,301.9,309.6,1439,41.7,201,0
19233,M,301.9,309.7,1533,35.9,204,0
51554,L,302.0,309.7,1551,34.8,207,0
51555,L,302.0,309.7,1414,36.3,209,0
19236,M,301.9,309.6,1551,34.6,211,0
19237,M,301.8,309.6,1436,49.0,214,0
19238,M,301.9,309.6,1385,45.8,217,0
19239,M,301.8,309.5,1732,30.1,220,0
51560,L,301.9,309.6,1410,49.0,223,0
51561,L,301.9,309.6,1446,43.2,225,0
51562,L,301.8,309.5,1525,39.6,227,0
51563,L,301.7,309.5,1298,65.5,229,1
51564,L,301.8,309.6,1443,42.7,231,0
51565,L,301.8,309.7,1442,45.3,233,1
51566,L,301.9,309.7,1719,31.9,0,0
51567,L,302.0,309.8,1532,39.4,2,0
51568,L,302.0,309.8,1701,27.2,4,0
19249,M,302.1,310.0,1355,45.1,6,1
19250,M,302.2,310.1,1421,45.4,9,0
19251,M,302.2,310.1,1368,51.6,12,1
51572,L,302.2,310.1,1458,45.1,15,0
19253,M,302.2,310.1,1572,34.6,17,0
51574,L,302.2,310.0,1483,48.7,20,0
51575,L,302.3,310.1,1513,40.4,22,0
33810,H,302.3,310.1,1383,42.9,24,0
51577,L,302.4,310.2,1539,37.7,29,0
19258,M,302.3,310.1,1563,37.8,31,0
51579,L,302.3,310.1,1653,29.7,34,0
51580,L,302.3,310.1,1353,50.9,36,1
33815,H,302.2,310.0,1468,43.6,38,0
33816,H,302.3,310.2,1506,33.8,43,0
51583,L,302.3,310.1,1388,49.9,48,0
19264,M,302.4,310.2,1485,45.9,50,0
51585,L,302.4,310.2,1331,45.5,53,1
51586,L,302.5,310.3,1326,58.5,55,1
51587,L,302.3,310.2,1394,55.4,57,0
51588,L,302.4,310.1,2009,18.9,59,0
19269,M,302.4,310.1,1358,54.6,61,1
51590,L,302.5,310.2,1586,32.2,64,0
51591,L,302.5,310.3,1688,31.6,66,0
51592,L,302.6,310.5,1450,43.2,68,0
19273,M,302.7,310.5,1398,47.3,70,0
51594,L,302.7,310.5,1520,39.3,73,0
51595,L,302.6,310.4,1514,42.7,75,0
19276,M,302.6,310.4,1532,36.1,77,0
51597,L,302.6,310.4,1365,66.8,80,1
51598,L,302.6,310.3,1642,33.2,82,0
19279,M,302.6,310.2,2676,10.8,84,1
33834,H,302.6,310.2,1873,21.3,87,0
51601,L,302.6,310.2,1325,62.4,92,1
19282,M,302.6,310.2,2157,17.2,94,0
19283,M,302.6,310.2,1563,39.0,97,0
19284,M,302.6,310.2,1631,31.0,100,0
51605,L,302.5,310.2,1547,36.9,103,0
51606,L,302.6,310.3,1479,40.4,105,0
19287,M,302.4,310.1,1379,48.9,107,1
51608,L,302.4,310.1,1906,21.2,110,0
19289,M,302.3,310.1,1731,33.4,112,0
33844,H,302.3,310.1,1688,30.4,115,0
33845,H,302.3,310.2,1443,54.6,120,0
51612,L,302.4,310.2,1445,46.4,125,0
33847,H,302.4,310.2,1435,44.9,127,0
51614,L,302.4,310.1,1556,32.9,132,0
51615,L,302.3,310.1,1321,52.7,134,1
19296,M,302.4,310.1,1577,35.8,136,0
51617,L,302.4,310.2,1578,31.2,139,0
51618,L,302.4,310.1,1418,52.3,141,0
19299,M,302.4,310.2,1392,55.8,143,0
51620,L,302.5,310.3,1446,44.0,146,0
51621,L,302.5,310.2,1329,50.6,148,1
51622,L,302.5,310.2,1563,34.8,150,0
51623,L,302.5,310.3,1405,57.4,152,0
51624,L,302.4,310.2,2224,16.0,154,0
51625,L,302.5,310.2,1716,29.9,156,0
51626,L,302.5,310.3,1584,35.5,158,0
19307,M,302.5,310.3,1488,41.8,160,0
51628,L,302.4,310.3,1374,51.2,163,1
19309,M,302.4,310.3,1378,54.3,165,1
51630,L,302.5,310.3,1551,37.3,168,0
51631,L,302.5,310.3,1549,40.9,170,0
19312,M,302.5,310.3,1447,39.2,172,0
51633,L,302.4,310.2,1400,53.7,175,0
51634,L,302.4,310.1,1401,48.8,177,0
33869,H,302.4,310.1,1597,28.9,179,0
51636,L,302.3,310.1,1487,46.0,184,0
19317,M,302.5,310.3,1710,27.3,186,0
51638,L,302.6,310.4,1478,47.7,189,0
51639,L,302.6,310.4,1743,26.3,191,0
51640,L,302.6,310.5,1596,32.8,193,0
51641,L,302.7,310.5,1642,30.8,195,0
51642,L,302.7,310.5,1263,67.8,197,1
51643,L,302.8,310.6,2016,19.9,199,0
51644,L,302.8,310.6,1671,30.5,201,0
51645,L,302.8,310.6,1404,43.2,203,0
51646,L,302.8,310.6,1470,41.1,205,0
51647,L,302.8,310.6,1617,37.9,207,0
51648,L,302.7,310.5,1725,29.0,209,0
51649,L,302.7,310.5,1446,40.9,211,1
51650,L,302.7,310.6,1564,34.3,0,0
51651,L,302.8,310.6,1670,29.1,2,0
51652,L,302.7,310.6,1501,48.7,4,0
51653,L,302.7,310.5,1551,35.9,6,0
51654,L,302.7,310.5,1563,35.0,8,0
51655,L,302.7,310.5,1351,41.8,10,1
51656,L,302.6,310.4,1415,52.1,12,0
51657,L,302.6,310.3,1647,34.2,14,0
51658,L,302.5,310.2,1477,41.6,16,0
51659,L,302.6,310.2,1923,21.5,18,0
33894,H,302.7,310.4,1305,55.2,20,1
19341,M,302.6,310.4,1544,35.1,25,0
33896,H,302.7,310.5,1568,36.9,28,0
51663,L,302.7,310.4,1489,42.7,33,0
19344,M,302.6,310.4,1451,43.1,35,0
51665,L,302.7,310.4,1542,35.7,38,0
19346,M,302.6,310.5,1965,20.2,40,0
51667,L,302.5,310.5,1436,36.5,43,0
19348,M,302.5,310.4,1509,37.6,45,0
51669,L,302.5,310.4,1487,40.2,48,0
51670,L,302.5,310.4,1967,20.3,50,0
33905,H,302.6,310.4,1409,53.3,52,0
19352,M,302.6,310.5,1420,56.4,57,0
51673,L,302.7,310.5,1511,37.7,60,0
33908,H,302.6,310.4,1649,30.1,62,0
51675,L,302.6,310.4,1359,57.2,67,1
19356,M,302.5,310.4,1605,36.0,69,0
51677,L,302.5,310.3,1523,36.0,72,0
33912,H,302.6,310.4,1614,36.0,74,0
33913,H,302.6,310.3,1721,27.4,79,0
51680,L,302.6,310.4,1638,36.2,84,0
51681,L,302.5,310.2,1307,54.0,86,1
51682,L,302.4,310.2,1642,28.3,88,0
19363,M,302.5,310.2,1751,30.5,90,0
51684,L,302.4,310.1,1645,31.6,93,0
51685,L,302.4,310.1,1426,46.8,95,0
19366,M,302.4,310.1,1520,36.6,97,0
51687,L,302.4,310.1,1709,31.8,100,0
51688,L,302.4,310.0,1426,46.6,102,0
51689,L,302.4,310.1,1429,43.7,104,0
51690,L,302.4,310.2,1346,62.4,106,1
51691,L,302.5,310.2,1454,43.0,108,0
19372,M,302.5,310.3,1411,49.5,110,0
51693,L,302.4,310.3,1900,24.4,113,0
51694,L,302.4,310.3,1479,36.2,115,0
51695,L,302.5,310.4,1415,48.2,117,0
51696,L,302.5,310.3,1539,39.0,119,0
51697,L,302.4,310.3,1520,31.6,121,0
51698,L,302.4,310.3,1480,45.8,123,0
51699,L,302.4,310.4,1666,29.7,125,0
51700,L,302.4,310.4,1456,47.6,127,0
51701,L,302.4,310.4,1865,23.9,129,0
19382,M,302.5,310.5,1918,21.6,131,0
51703,L,302.5,310.4,1488,48.4,134,0
19384,M,302.5,310.5,1527,38.8,136,0
19385,M,302.4,310.4,1463,42.2,139,0
51706,L,302.4,310.4,1521,38.5,142,0
19387,M,302.4,310.5,1372,45.7,144,1
51708,L,302.5,310.5,1507,39.5,147,0
19389,M,302.4,310.4,1586,34.3,149,0
51710,L,302.5,310.4,1487,42.0,152,0
51711,L,302.5,310.5,1520,41.2,154,0
33946,H,302.5,310.4,1422,41.9,156,0
19393,M,302.4,310.3,1375,52.5,161,1
51714,L,302.4,310.2,1633,28.0,164,0
51715,L,302.4,310.2,1503,36.2,166,0
51716,L,302.4,310.2,1351,45.1,168,1
51717,L,302.3,310.2,1548,35.3,170,0
51718,L,302.4,310.3,1923,23.3,172,0
51719,L,302.5,310.3,1592,32.6,174,0
19400,M,302.5,310.4,1580,35.6,176,0
51721,L,302.5,310.4,1427,46.8,179,0
19402,M,302.5,310.4,1581,32.7,181,0
19403,M,302.6,310.5,1542,39.9,184,0
51724,L,302.5,310.4,1349,55.1,187,1
51725,L,302.5,310.5,1463,43.0,189,0
19406,M,302.5,310.4,1429,43.2,191,0
19407,M,302.5,310.4,1451,53.6,194,0
51728,L,302.6,310.5,1511,37.2,197,0
51729,L,302.6,310.6,1549,37.5,199,0
19410,M,302.5,310.5,1507,40.2,201,0
19411,M,302.6,310.5,1524,33.7,204,0
19412,M,302.7,310.5,1880,22.7,207,0
51733,L,302.6,310.5,1461,45.4,0,0
51734,L,302.6,310.5,1748,28.2,2,0
51735,L,302.7,310.6,1690,26.7,4,0
19416,M,302.7,310.6,1349,51.2,6,1
51737,L,302.7,310.6,1686,26.3,9,0
51738,L,302.7,310.7,1369,47.5,11,1
51739,L,302.7,310.7,1433,43.7,13,0
51740,L,302.7,310.7,1597,41.9,15,0
51741,L,302.9,310.8,1610,32.2,17,0
51742,L,302.7,310.7,1398,57.7,19,0
51743,L,302.7,310.7,1977,20.0,21,0
51744,L,302.8,310.8,1516,39.5,23,0
33979,H,302.7,310.8,1275,55.0,25,1
51746,L,302.8,310.8,1402,50.5,30,0
19427,M,302.8,310.8,1451,44.7,32,0
19428,M,302.7,310.8,1555,36.1,35,0
51749,L,302.8,310.9,1636,35.0,38,0
51750,L,302.8,310.9,1312,52.2,40,1
51751,L,302.8,310.9,1708,29.8,42,0
19432,M,302.9,311.0,1556,36.5,44,0
33987,H,302.8,311.0,1436,43.5,47,0
19434,M,302.9,311.0,1402,40.7,52,0
19435,M,302.9,311.0,1437,49.9,55,0
19436,M,302.9,311.1,1926,21.8,58,0
51757,L,303.0,311.2,1800,23.7,61,0
51758,L,303.0,311.2,1641,32.6,63,0
51759,L,303.0,311.2,1374,48.2,65,1
51760,L,303.0,311.2,1494,37.0,67,0
51761,L,303.0,311.2,1601,32.9,69,0
51762,L,302.9,311.2,1634,36.9,71,0
19443,M,302.9,311.2,1467,37.7,73,0
51764,L,302.8,311.1,1550,32.3,76,0
51765,L,302.8,311.1,1563,32.2,78,0
51766,L,302.7,310.9,1395,48.3,80,0
19447,M,302.8,311.0,1507,33.4,82,0
51768,L,302.8,311.0,1564,38.5,85,0
51769,L,302.8,311.1,1721,30.0,87,0
51770,L,302.8,311.1,1456,36.1,89,0
34005,H,302.9,311.2,2102,17.8,91,0
51772,L,302.9,311.1,1555,33.9,96,0
51773,L,303.0,311.2,1409,41.9,98,0
19454,M,303.0,311.2,1387,41.4,100,0
19455,M,303.0,311.2,1460,43.9,103,0
51776,L,303.0,311.2,1361,47.6,106,1
19457,M,303.0,311.1,1490,43.0,108,0
51778,L,303.1,311.2,1399,49.2,111,0
51779,L,303.1,311.1,1420,55.8,113,0
51780,L,303.0,311.0,1359,44.2,115,1
19461,M,303.0,311.1,1372,54.3,117,1
19462,M,303.0,311.0,1409,41.7,120,0
34017,H,302.9,311.0,1452,58.3,123,0
51784,L,302.9,311.0,1820,24.6,128,0
34019,H,302.9,311.0,1469,48.7,130,0
51786,L,302.9,311.1,1556,45.3,135,0
51787,L,303.0,311.1,1980,20.2,137,0
19468,M,303.0,311.2,1519,38.0,139,0
51789,L,303.0,311.2,1456,44.0,142,0
51790,L,303.1,311.2,1394,45.3,144,0
51791,L,303.0,311.3,1365,56.2,146,1
51792,L,303.0,311.3,2194,16.5,148,0
51793,L,303.1,311.3,1403,55.6,150,0
34028,H,303.0,311.2,1503,37.0,152,0
51795,L,303.0,311.3,1793,29.3,157,0
51796,L,303.1,311.4,1829,24.5,159,0
19477,M,303.1,311.4,1831,23.3,161,0
19478,M,303.0,311.3,1335,53.6,164,1
34033,H,303.1,311.3,2056,19.7,167,0
51800,L,303.1,311.3,1336,52.6,172,1
51801,L,303.0,311.2,1341,51.0,174,1
19482,M,303.0,311.1,1526,37.3,176,0
51803,L,303.0,311.1,1525,40.7,179,0
19484,M,303.0,311.1,1428,39.8,181,0
51805,L,303.0,311.2,1511,45.7,184,0
51806,L,303.0,311.2,1664,29.8,186,0
19487,M,303.0,311.2,1592,38.9,188,0
19488,M,303.0,311.1,1597,36.7,191,0
51809,L,303.0,311.2,1735,26.1,194,0
51810,L,302.9,311.2,1751,23.8,196,0
51811,L,303.0,311.2,1383,44.6,198,0
19492,M,302.9,311.2,1330,53.7,200,1
51813,L,303.0,311.2,1382,50.5,203,0
51814,L,303.0,311.2,1755,30.4,205,0
19495,M,303.0,311.2,1614,35.7,207,0
51816,L,303.0,311.3,1466,43.0,210,0
19497,M,303.1,311.3,1847,24.7,212,0
51818,L,303.1,311.3,1474,34.8,215,0
51819,L,303.1,311.3,1657,31.8,217,0
51820,L,303.1,311.2,1435,40.1,219,0
34055,H,303.1,311.3,1494,42.7,221,0
51822,L,303.2,311.4,1238,54.6,226,1
51823,L,303.2,311.4,1324,54.2,228,1
51824,L,303.2,311.4,1514,41.2,230,0
51825,L,303.3,311.4,1732,25.6,232,0
51826,L,303.3,311.4,1497,46.0,234,1
51827,L,303.3,311.4,1958,21.5,0,0
51828,L,303.3,311.4,1630,32.5,2,0
19509,M,303.3,311.4,1395,59.1,4,0
51830,L,303.3,311.4,1658,30.5,7,0
51831,L,303.2,311.4,1349,51.1,9,1
51832,L,303.1,311.2,1452,52.9,11,0
19513,M,303.1,311.1,1594,35.5,13,0
19514,M,303.1,311.0,1510,47.6,16,0
51835,L,303.1,311.1,1854,22.6,19,0
51836,L,303.1,311.2,1626,32.3,21,0
51837,L,303.1,311.2,1628,35.2,23,0
51838,L,303.1,311.2,1679,34.8,25,0
19519,M,303.1,311.2,1489,44.5,27,0
51840,L,303.2,311.2,1439,43.9,30,0
51841,L,303.3,311.3,1350,48.1,32,1
34076,H,303.3,311.2,1607,31.7,34,0
51843,L,303.3,311.3,1389,53.9,39,0
19524,M,303.3,311.3,1566,46.1,41,0
19525,M,303.4,311.4,1307,54.0,44,1
19526,M,303.3,311.5,1569,36.6,47,0
34081,H,303.3,311.4,1651,30.6,50,0
34082,H,303.3,311.4,1692,27.9,55,0
19529,M,303.3,311.5,1373,47.3,60,1
51850,L,303.2,311.4,1610,35.5,63,0
51851,L,303.3,311.4,1511,43.4,65,0
51852,L,303.3,311.5,1412,55.6,67,0
51853,L,303.4,311.5,1501,36.2,69,0
51854,L,303.4,311.5,1414,44.8,71,0
34089,H,303.5,311.5,1629,33.5,73,0
51856,L,303.4,311.5,1879,21.3,78,0
34091,H,303.5,311.6,1466,47.0,80,0
34092,H,303.6,311.7,1476,40.1,85,0
51859,L,303.6,311.8,1695,30.7,90,0
51860,L,303.6,311.7,1491,39.8,92,0
19541,M,303.6,311.8,1659,34.7,94,0
51862,L,303.6,311.8,1567,31.7,97,0
51863,L,303.6,311.8,1736,32.9,99,0
19544,M,303.6,311.8,1421,44.8,101,0
19545,M,303.6,311.8,1627,30.8,104,0
19546,M,303.5,311.6,1562,34.2,107,0
51867,L,303.5,311.6,2183,17.0,110,0
51868,L,303.5,311.6,1577,38.1,112,0
19549,M,303.4,311.5,1560,36.4,114,0
19550,M,303.4,311.5,1483,43.0,117,0
51871,L,303.5,311.5,1535,33.3,120,0
19552,M,303.4,311.4,1606,29.6,122,0
19553,M,303.4,311.5,1817,24.7,125,0
51874,L,303.4,311.5,1424,50.8,128,0
51875,L,303.3,311.6,1514,34.7,130,0
51876,L,303.4,311.6,1449,41.7,132,0
19557,M,303.5,311.6,1573,34.0,134,0
51878,L,303.4,311.6,1564,41.9,137,0
51879,L,303.5,311.6,1428,46.2,139,0
51880,L,303.5,311.7,1620,31.0,141,0
34115,H,303.5,311.7,1584,32.7,143,0
51882,L,303.6,311.8,1222,66.8,148,1
19563,M,303.6,311.8,1432,42.5,150,0
51884,L,303.7,311.9,1561,33.3,153,0
51885,L,303.6,311.8,1614,33.2,155,0
51886,L,303.5,311.7,1959,22.3,157,0
51887,L,303.5,311.8,1944,23.5,159,0
51888,L,303.4,311.7,1793,25.8,161,0
19569,M,303.4,311.6,1446,50.0,163,0
51890,L,303.4,311.7,1673,32.2,166,0
19571,M,303.4,311.7,1515,44.2,168,0
51892,L,303.4,311.8,1564,35.9,171,0
51893,L,303.5,311.8,1451,45.2,173,0
34128,H,303.4,311.8,1693,28.3,175,0
51895,L,303.4,311.7,1476,42.3,180,0
51896,L,303.4,311.6,1712,30.1,182,0
19577,M,303.4,311.6,1425,45.4,184,0
51898,L,303.3,311.6,1337,56.8,187,1
19579,M,303.4,311.7,1690,34.9,189,0
19580,M,303.4,311.7,1353,44.1,192,1
51901,L,303.5,311.8,1927,21.9,195,0
19582,M,303.4,311.8,1391,42.7,197,0
51903,L,303.4,311.8,1366,50.9,200,1
51904,L,303.4,311.9,1771,31.6,202,0
19585,M,303.4,311.8,1515,42.6,204,0
19586,M,303.4,311.8,2133,18.3,207,0
19587,M,303.4,311.8,1341,47.0,210,1
51908,L,303.4,311.7,1406,47.1,213,0
51909,L,303.4,311.8,1306,61.0,215,1
51910,L,303.3,311.7,1508,35.5,217,0
51911,L,303.3,311.6,1301,45.1,219,1
51912,L,303.3,311.7,1539,38.5,221,0
51913,L,303.3,311.6,1484,44.6,223,0
51914,L,303.2,311.5,1507,39.2,225,0
51915,L,303.2,311.5,1544,42.5,227,0
51916,L,303.2,311.5,1513,37.9,0,0
19597,M,303.2,311.5,1336,58.2,2,1
19598,M,303.2,311.4,2102,19.0,5,0
51919,L,303.2,311.4,1351,53.8,8,1
51920,L,303.3,311.5,1601,35.2,10,0
51921,L,303.2,311.3,1393,52.9,12,0
51922,L,303.3,311.3,1592,33.7,14,0
51923,L,303.3,311.3,1409,51.8,16,0
51924,L,303.3,311.3,1393,47.4,18,0
34159,H,303.2,311.2,1475,43.1,20,0
51926,L,303.2,311.2,1427,45.6,25,0
51927,L,303.3,311.2,1763,27.3,27,0
51928,L,303.2,311.2,1363,46.7,29,1
51929,L,303.2,311.2,1404,50.9,31,0
19610,M,303.2,311.2,1688,31.9,33,0
51931,L,303.3,311.4,1510,37.3,36,0
34166,H,303.3,311.3,1502,39.5,38,0
34167,H,303.2,311.4,1607,36.6,43,0
19614,M,303.3,311.5,1384,54.8,48,0
51935,L,303.4,311.7,1295,51.3,51,1
34170,H,303.4,311.7,1991,19.0,53,0
51937,L,303.4,311.6,1497,42.8,58,0
51938,L,303.5,311.6,1465,48.7,60,0
51939,L,303.5,311.6,1361,46.5,62,1
51940,L,303.6,311.7,1546,38.5,64,0
34175,H,303.7,311.9,1332,52.7,66,1
19622,M,303.7,312.0,2663,11.4,71,1
51943,L,303.7,312.1,1443,45.9,74,0
19624,M,303.7,312.0,1402,48.6,76,0
51945,L,303.7,312.0,1892,22.5,79,0
19626,M,303.6,312.0,1645,35.7,81,0
51947,L,303.6,311.9,1473,50.1,84,0
51948,L,303.6,312.0,1309,52.9,86,1
34183,H,303.6,311.9,1544,37.1,88,0
51950,L,303.5,311.9,1344,49.3,93,1
19631,M,303.6,311.9,1617,36.0,95,0
19632,M,303.6,312.0,1435,37.9,98,0
51953,L,303.6,312.0,1391,50.3,101,0
51954,L,303.6,312.0,1827,23.3,103,0
51955,L,303.5,312.0,1761,25.8,105,0
51956,L,303.5,312.1,1522,36.4,107,0
19637,M,303.5,312.2,1818,23.6,109,0
34192,H,303.6,312.2,1371,54.6,112,1
51959,L,303.7,312.3,1511,38.9,117,0
51960,L,303.7,312.4,1404,46.6,119,0
51961,L,303.7,312.3,1384,45.9,121,0
51962,L,303.8,312.5,1368,52.6,123,0
51963,L,303.7,312.5,1641,36.0,125,0
51964,L,303.9,312.6,1642,32.3,127,0
34199,H,303.9,312.7,1401,50.0,129,0
51966,L,303.8,312.6,1577,41.3,134,0
51967,L,303.7,312.6,1396,44.1,136,0
34202,H,303.7,312.6,1514,35.5,138,0
51969,L,303.8,312.8,1646,35.8,143,0
51970,L,303.8,312.8,1443,40.7,145,0
19651,M,303.7,312.7,1469,48.5,147,0
34206,H,303.7,312.7,1564,40.2,150,0
34207,H,303.6,312.6,1498,40.2,155,0
51974,L,303.6,312.6,1699,27.9,160,0
51975,L,303.6,312.5,1431,49.0,162,0
51976,L,303.5,312.4,1390,47.3,164,0
51977,L,303.5,312.5,1380,46.1,166,0
51978,L,303.5,312.5,1457,46.4,168,0
51979,L,303.5,312.5,1418,42.2,170,0
19660,M,303.5,312.5,1353,51.0,172,0
51981,L,303.5,312.4,1574,32.7,175,0
19662,M,303.5,312.4,1318,54.2,177,0
51983,L,303.6,312.5,1710,31.4,180,0
51984,L,303.7,312.6,1621,38.8,182,0
51985,L,303.6,312.6,1606,33.6,184,0
34220,H,303.6,312.5,1375,54.0,186,0
51987,L,303.5,312.4,1503,36.5,191,0
51988,L,303.5,312.3,1404,48.6,193,0
51989,L,303.4,312.2,1656,32.7,195,0
19670,M,303.4,312.1,1499,39.4,197,0
19671,M,303.4,312.0,1748,28.4,200,0
51992,L,303.4,311.9,1531,37.9,203,0
19673,M,303.3,311.8,1536,40.6,205,0
51994,L,303.4,311.8,1401,53.0,208,1
34229,H,303.4,311.9,1534,33.2,210,0
51996,L,303.4,312.0,1521,35.9,215,1
51997,L,303.5,312.1,1674,30.8,0,0
19678,M,303.6,312.1,1967,20.9,2,0
51999,L,303.6,312.2,1696,30.7,5,0
19680,M,303.6,312.1,1627,32.5,7,0
52001,L,303.5,311.9,1405,45.6,10,0
52002,L,303.5,311.9,1565,38.9,12,0
52003,L,303.5,311.9,1493,38.7,14,0
52004,L,303.4,311.8,1499,45.0,16,0
52005,L,303.3,311.8,1692,30.6,18,0
52006,L,303.4,311.8,2268,15.8,20,0
52007,L,303.4,311.8,1438,58.9,22,0
52008,L,303.5,311.9,1515,39.2,24,0
52009,L,303.4,311.9,1491,38.2,26,0
52010,L,303.5,312.0,1756,29.7,28,0
52011,L,303.5,312.0,1366,54.5,30,1
52012,L,303.5,312.0,1436,45.1,32,0
52013,L,303.4,311.9,1377,41.6,34,1
19694,M,303.4,311.9,1510,42.2,36,0
19695,M,303.4,311.9,1419,50.9,39,0
52016,L,303.3,311.8,1315,62.0,42,1
34251,H,303.3,311.8,1806,27.7,44,0
34252,H,303.3,311.8,1649,29.4,49,0
34253,H,303.4,311.9,1402,50.0,54,0
52020,L,303.4,311.9,1298,63.9,59,1
19701,M,303.3,311.8,1441,44.9,61,0
19702,M,303.3,311.8,1489,49.4,64,0
52023,L,303.3,311.8,1842,24.5,67,0
19704,M,303.4,311.8,1316,50.9,69,1
19705,M,303.3,311.8,1583,33.3,72,0
19706,M,303.3,311.8,1548,33.5,75,0
52027,L,303.4,311.9,1434,44.6,78,0
34262,H,303.5,312.0,1397,52.9,80,0
19709,M,303.5,312.0,1475,42.9,85,0
52030,L,303.5,312.0,1441,56.8,88,0
52031,L,303.7,312.1,1363,51.8,90,1
52032,L,303.7,312.2,1619,34.9,92,0
52033,L,303.7,312.2,1487,34.0,94,0
52034,L,303.7,312.2,1568,33.8,96,0
52035,L,303.7,312.3,1375,46.2,98,0
19716,M,303.6,312.3,1698,31.3,100,0
52037,L,303.7,312.3,1606,37.4,103,0
52038,L,303.7,312.3,1349,51.0,105,0
52039,L,303.7,312.4,1535,38.6,107,0
19720,M,303.6,312.4,1504,49.5,109,0
52041,L,303.5,312.3,1946,21.1,112,0
52042,L,303.5,312.1,1326,55.7,114,0
19723,M,303.6,312.3,1915,22.3,116,0
52044,L,303.6,312.3,1451,43.4,119,0
19725,M,303.5,312.3,1624,34.8,121,0
52046,L,303.6,312.4,1781,28.7,124,0
52047,L,303.6,312.5,1345,54.1,126,0
52048,L,303.6,312.4,1418,46.0,128,0
52049,L,303.7,312.4,1718,26.5,130,0
19730,M,303.7,312.4,1631,28.5,132,0
52051,L,303.7,312.4,1513,40.1,135,0
52052,L,303.7,312.4,1316,59.3,137,0
19733,M,303.7,312.4,1474,38.8,139,0
52054,L,303.8,312.5,1619,30.9,142,0
52055,L,303.7,312.4,1702,31.2,144,0
19736,M,303.7,312.4,1540,37.4,146,0
19737,M,303.7,312.4,1546,33.7,149,0
52058,L,303.7,312.4,1348,51.0,152,0
34293,H,303.7,312.5,1520,35.6,154,0
19740,M,303.8,312.6,1527,41.9,159,0
19741,M,303.8,312.6,1406,47.1,162,0
52062,L,303.7,312.5,1462,46.2,165,0
19743,M,303.8,312.6,1684,29.3,167,0
34298,H,303.8,312.5,1655,28.0,170,0
34299,H,303.8,312.5,1748,25.1,175,0
52066,L,303.8,312.5,1372,45.7,180,0
52067,L,303.7,312.5,1481,33.3,182,0
52068,L,303.7,312.4,1512,39.2,184,0
52069,L,303.7,312.5,1632,36.6,186,0
52070,L,303.7,312.4,1525,43.9,188,0
19751,M,303.7,312.3,1756,26.4,190,0
52072,L,303.7,312.3,1922,23.1,193,0
19753,M,303.8,312.5,1448,44.3,195,0
34308,H,303.8,312.5,1447,46.6,198,0
19755,M,303.8,312.4,1597,33.4,203,0
19756,M,303.7,312.4,1642,32.3,206,0
34311,H,303.8,312.5,1525,38.0,209,0
34312,H,303.6,312.4,1460,53.7,214,0
52079,L,303.6,312.3,2168,17.7,219,0
52080,L,303.6,312.4,1388,41.9,221,0
19761,M,303.6,312.3,1630,32.4,223,0
52082,L,303.6,312.3,1616,29.3,226,0
52083,L,303.6,312.4,2232,16.8,0,0
34318,H,303.6,312.4,1480,50.7,2,0
52085,L,303.6,312.4,1363,53.1,7,0
34320,H,303.6,312.4,1436,45.6,9,0
19767,M,303.6,312.5,1607,33.7,14,0
19768,M,303.6,312.5,1459,48.2,17,0
52089,L,303.5,312.4,1481,43.7,20,0
19770,M,303.5,312.4,1606,31.7,22,0
52091,L,303.5,312.3,1681,29.8,25,0
52092,L,303.5,312.2,1511,37.1,27,0
19773,M,303.5,312.3,1593,35.2,29,0
